source,target
316610,449855
93080,454603
882430,1068093
794868,665829
1370534,720316
170760,172042
679260,60798
972929,580418
171150,171357
159291,943513
249017,1199116
1141462,229584
33348,358814
332610,168810
397371,810685
182175,254900
378718,613783
37248,229185
682953,894594
218114,684677
209338,683947
634586,449583
130829,291551
371958,229305
248513,285046
257773,330623
597105,431146
594074,392722
265927,283053
618965,57245
281377,282045
156780,261779
201374,15994
78835,72763
114220,247598
944587,688195
109300,151426
664711,549649
326862,306811
680452,599848
225455,65226
538315,598243
1354329,487471
113748,76383
383831,192647
1289577,1046137
200854,847270
226952,465935
931458,650986
693555,70813
69747,169321
860026,132271
834936,195969
449934,451226
107947,295598
530599,179071
1048257,179074
548590,499095
91687,764201
19978,185883
56,3057
216253,361670
225423,42752
680403,155339
6488,30234
126136,659913
942446,247228
138702,323816
274556,15013
440432,183438
553724,220976
524154,276632
373486,431123
348316,176732
223978,1132985
518281,72737
838381,840139
1014586,346509
16242,18759
252053,245295
95749,388360
773892,1028625
423730,179029
626600,516252
461721,769426
428768,374894
21551,428273
256208,104086
98411,502410
439613,859390
107649,75604
213256,107160
698943,68260
180085,809052
333319,339896
190304,276618
136515,416079
222450,29951
458737,458860
513073,282523
506480,300675
398431,411436
249436,12718
217562,10505
4690,86
767817,1196440
109560,1476256
1203076,459393
452971,756091
443680,32607
486341,358480
257071,360400
936279,126007
447621,310060
983631,900095
134108,415738
149238,691690
606127,354823
331577,414276
749047,652399
391624,27081
84224,52642
284444,202479
493322,499152
1366708,1412079
454886,1344893
80524,36931
267443,597292
462221,314232
646385,492461
1210178,287832
261412,395344
532678,302426
795535,946564
379021,265551
701796,322923
556398,207132
289648,321322
33038,341392
110196,337963
1056991,534800
257839,263549
446650,1099261
290654,438338
66011,622398
120783,5639
561688,223659
1085407,1562703
461694,382230
869911,858583
120130,576209
444502,33622
170206,286924
235513,175629
56866,223678
58518,17112
1079368,636709
252431,51350
254991,194218
316862,382366
57,3756
328128,684556
577962,46860
162555,697575
563543,57246
612294,210214
394491,721987
402940,432884
21553,45936
851609,353598
197726,297829
23491,295041
1419255,1271937
692644,158805
82630,570062
224340,590648
435012,1115056
202900,549670
521869,386956
355183,39581
619324,1387981
224625,755277
307643,182236
417576,495349
473413,215669
158506,128046
322163,319983
252607,361214
294118,72187
52659,616900
395073,431563
368724,24118
562609,1220629
27558,394605
132143,796213
864483,172025
1120353,877343
113381,583693
30831,394210
26669,110998
98138,5867
56543,59248
415491,266073
1156775,1119442
9712,38528
240850,165379
307488,133382
215489,172944
175334,485567
1061334,1052574
461155,670853
242991,407250
388009,450076
66301,41387
426727,31022
267199,922396
410455,115692
35598,21036
98293,544380
76979,310487
880090,921302
987928,624646
251565,355686
373578,465178
854182,363378
610153,376732
379186,1256112
491305,256954
500022,83033
45445,23521
675297,715100
1352515,468810
315332,358442
1063109,1169675
39567,603611
934757,125405
520272,259669
270204,420871
58502,191672
188723,500175
153867,19438
126423,51286
266360,749390
179632,198377
865363,979475
460552,345616
21758,5090
647119,740817
125109,155927
295360,854831
210208,745926
417574,1167189
101576,597918
989561,479955
337709,217968
39642,510227
232467,344329
970992,139798
170251,343196
642758,55763
385336,332060
1268185,1147899
802324,490734
96150,122713
513410,361106
126349,217573
167444,728084
698939,170120
546921,68569
157391,279988
889444,239656
214300,464270
5087,100272
850983,1003249
1074321,1353675
388475,27429
532833,699105
26433,185902
686017,1455373
12399,222984
452659,1343444
463658,707014
753470,883076
249831,692881
548125,52509
772595,487651
1302652,375197
1001345,1306587
558355,437437
831831,426455
318171,1237699
72018,312152
527608,1388246
937871,1085380
980578,710694
233187,453793
956117,418424
588944,411499
89166,433978
1196671,671882
1632272,1627915
747338,335954
46684,24191
67172,284591
164167,835996
490278,336846
141086,222444
861963,600977
20664,13099
393793,114518
1287725,372143
492774,395574
935309,1454754
21811,348667
359961,169930
259109,1178172
61348,455350
325439,1191353
199811,341739
922911,624326
1043419,615622
129934,130443
1027676,1026481
1069679,762839
311215,123726
182650,91467
358566,234532
142415,134443
1296340,522158
1051460,954654
480230,35407
162536,1020524
891482,883363
1145888,233008
127530,204800
693078,282131
298161,362351
589524,586168
97121,500405
448088,476290
181049,245676
93634,87166
83241,799299
66707,89282
289447,487492
1039058,1039057
353981,128284
179191,421836
272411,638516
547876,117165
637444,809626
37358,1450
368087,357226
132431,857101
585944,413163
233357,182229
89851,273139
955984,433165
859676,466472
722816,323303
467173,515216
1425905,858828
121171,45115
129908,359470
276693,360746
483454,225196
189771,207291
487724,575319
155835,722427
1136440,677930
748689,72322
257061,621477
359870,91390
1244132,1590420
196005,225888
262858,294976
8105,21062
137441,9805
1297079,819780
408362,145147
225001,382943
982743,808717
152086,734901
171464,687698
1319635,617892
623856,269324
192488,85655
419220,719022
439396,50065
325558,134467
119857,180284
729952,415313
78208,78121
204005,428518
71790,14926
296781,237347
723310,302078
600092,1174698
100874,186493
446182,587012
280382,107523
119767,890733
395995,216478
316411,261626
572644,499727
284629,339159
809092,89497
27680,95512
48801,57879
728643,996593
652858,924349
616189,634886
156465,152941
875033,860604
639276,289769
52174,613846
416979,578478
130939,378364
327508,503359
784918,648311
654201,654208
224598,88473
68838,152197
969800,314253
215931,312368
236853,439485
210902,897447
645868,79795
18103,46470
251501,251413
76850,60472
452399,51291
305066,337135
879278,1044997
337541,793983
761365,569283
356095,79643
173934,553202
327665,326750
1080969,791073
568724,15713
1001796,189284
1203164,666849
407060,39596
337389,490506
322736,323150
641673,311841
231739,620770
929269,641916
73666,352086
516364,462876
259258,132503
423867,546880
161818,320944
136287,244967
47356,578838
485023,2220
1414352,983147
1612293,1415440
266075,319647
893109,169732
570101,867864
92336,329772
949172,391577
41570,18103
178392,361478
21839,331924
127013,5867
147328,38262
446830,608085
452579,288144
974731,222863
282103,237262
144076,314123
283562,158312
825336,277740
20119,16499
104046,543223
453912,760611
222347,331029
322029,229284
168710,1012230
1056811,840129
519048,365647
1226077,1296857
20851,337172
364343,23960
26034,141327
333575,362035
734036,155213
907288,960101
192178,208821
335111,342464
305537,1225996
997377,177784
44249,88848
231717,351753
365983,422475
595566,142155
537680,138208
762079,203150
1254510,680553
381620,431891
853703,39009
351262,576745
568173,285908
1153242,1000134
215380,178235
649009,610249
68698,306164
9877,9937
347456,167989
23043,232317
766008,1087303
1300179,750987
351680,499836
1349492,619964
16194,24835
124140,1004377
20799,20800
848085,906409
750967,431251
377429,580210
919023,1117103
1108800,641535
540265,231194
541334,1074391
1523526,373747
580883,348243
405235,66953
789575,408785
167507,158750
452079,169423
434255,78058
193570,193611
132077,397648
269349,149513
60,1532
1291132,649267
94815,108318
100780,308074
438937,824488
165308,1028791
519810,322391
462360,619420
324509,324363
268333,201525
99610,550783
475800,792953
699409,315437
837489,479629
87552,299566
224538,282459
730908,1556642
41406,521456
804742,1495985
519462,115112
194304,1134169
1163402,1577486
548389,785045
35730,76854
281249,656569
436515,623919
187494,483799
878360,69280
375930,283864
47131,175610
79793,244274
454627,424936
801707,333277
255757,552232
35336,113695
258911,430667
186112,96246
558796,861136
214918,463706
524333,191997
292905,439279
267971,252324
465597,240628
592006,1074136
913130,912998
128651,122292
168572,499619
165267,853910
519372,313556
19541,18340
590185,667293
75782,745373
573533,573514
184528,195260
89373,390344
690570,780988
113500,232364
472846,538542
136078,306062
537430,902550
1534389,201162
1411339,407668
778569,410803
949396,1186187
573097,553579
582813,383019
182708,855832
122447,122739
148628,186054
304645,617298
685378,502198
808916,273392
879801,679566
358216,922570
528218,66799
158431,158469
378264,639225
762746,281163
504867,402585
33411,36437
510261,475233
206221,793312
953971,223376
53726,626833
8231,42448
235670,1085584
1016724,323290
609088,379383
56365,647144
137716,136075
347768,249778
524088,1386354
582246,245890
10304,95945
72926,240104
361148,1115593
630152,840754
75435,135367
818349,246232
1021755,211150
765642,394620
111406,112227
68594,496972
415310,77494
25099,28719
410618,267149
15732,49392
77841,268598
131122,529048
300806,306604
454081,486757
440161,1255183
330221,1250375
161108,769239
914615,117900
440411,840504
277300,28863
512534,791268
500635,651571
263502,520037
210880,241541
256886,748628
218542,420324
609629,909510
606233,89711
651404,513370
620747,324452
589013,996556
606955,512588
229013,192164
190531,504132
747119,180853
546300,523967
61923,672886
343031,290622
415536,331331
753396,1056957
841963,99505
510336,1010649
1152530,793104
106835,314119
1193148,1125637
566139,1017924
199665,206208
116028,466454
902597,1104826
513556,261173
167659,258358
439275,121343
43650,545594
180230,70087
1170599,59364
860194,237625
833401,118004
304091,68675
263026,83189
968352,414540
562883,290213
870793,170343
267751,67022
498468,214329
25200,2567
49371,50136
489777,121205
53526,898297
365261,412008
13612,258214
1109623,575321
203219,542737
151331,410892
614209,58955
677801,63936
406283,293250
669351,1274089
626010,77457
459601,552892
873886,230570
908516,252152
597279,60884
1150110,1055597
192464,215664
81557,24103
340679,123980
189083,448426
322356,925618
505930,505875
71189,70991
126392,46578
821440,175817
1328867,429368
45845,223280
1318974,413634
1153119,1015714
42117,424412
881811,207164
699885,267331
396842,568561
183662,97771
521931,49246
771269,593066
282309,338462
814793,417931
165495,381690
530557,41857
106883,882438
772435,167868
29608,357318
345833,730890
45707,237802
329181,26018
6893,7029
871607,157767
1051603,1555814
52020,600575
162084,159873
789788,736513
500710,887526
1237752,436726
116587,46299
184921,1352352
589871,151122
595132,331121
48782,22095
292500,84651
120765,583525
1115905,245149
64733,33477
155302,144605
2099,54354
968240,910484
498420,96134
118790,712748
318497,44543
600437,457631
58579,368457
199566,214374
435407,233260
823182,301692
825877,511834
99949,192040
258263,969584
6147,110053
487982,608085
342392,21691
249421,240866
607784,152951
893747,614822
106545,883479
692955,1381157
535771,332697
481373,220417
675008,1131701
835183,257088
395170,128230
87647,321663
239565,63641
156610,1122134
1087655,353738
723203,244789
196193,256883
426902,114194
319279,879856
952509,504788
73382,280810
29262,92539
284254,548232
487042,486686
803326,568276
616132,691596
1428400,846272
778734,154284
20942,318488
490639,267734
82818,369543
206863,1105471
783355,93245
222898,60582
508251,131189
42018,1848
152840,160480
865280,323594
170319,869054
347030,707796
148556,44619
569789,680828
126629,939139
386067,423608
690989,791416
928766,56209
278559,526639
672632,298365
222180,277301
70889,40384
903083,145187
518623,72823
323858,49544
769684,769638
265898,945037
500802,225272
634904,975248
413840,224948
481828,230201
40377,288483
284654,266121
31572,434054
459305,403079
685223,172488
502841,480627
327223,449802
946639,571211
1355066,472356
48175,585635
1034159,1551992
189727,1079845
87104,92052
315162,1188150
463102,766469
998164,129932
127829,55291
199535,421870
99542,212321
122847,156338
256347,547769
156371,1007761
183091,730745
820459,1621122
763834,175763
759684,288589
151566,245806
298293,290362
100805,350568
1002449,501706
2043,18759
351274,500273
953713,808175
624184,509136
253424,544953
1481826,1143406
457811,871955
72172,133102
1447739,693604
838058,498194
1020557,810280
348377,212724
525656,417360
1103256,375661
89830,213701
309912,1318688
111011,643299
119106,751588
804782,156111
412924,55953
144917,418720
584886,329181
662325,57918
333276,207518
689541,1197306
553498,115439
514229,646118
479275,506124
245309,455909
384699,215768
38030,98478
242460,276425
617963,933458
368275,518689
442014,230623
838533,538433
57404,25710
152761,286799
840183,111555
198960,396271
557335,105711
400448,542538
219500,14451
533315,337040
93428,99760
22576,355240
670335,129593
212100,390238
688269,201334
444045,682999
44173,147813
908121,920472
20308,15161
924533,924539
243501,352057
125633,14144
1198217,165389
890350,564717
116826,92526
379482,141841
523829,517343
1154732,797750
484414,485408
443616,102507
548156,771525
1070731,327789
837481,836494
266421,40451
1366279,609003
292921,249867
259595,137724
770939,930882
509687,173274
42018,426059
525221,317788
245139,1161141
333274,862967
357178,646446
804640,374623
446179,145842
113318,222802
277647,579383
750372,387504
89811,19526
188426,129058
465285,487789
600530,1121759
444295,32446
233852,118999
632042,164074
278073,406036
947392,805623
56363,50558
348018,348078
4569,3862
1084967,679102
189308,129524
462691,79335
466773,34843
428355,199673
446534,218788
238942,239079
543958,246959
905867,142564
1050010,372430
156848,563920
1062651,1552794
552387,743265
549443,354121
690228,1410945
509909,1310060
410340,163804
797481,718039
415051,621209
175573,21620
84168,740219
351587,303004
519362,320768
